MANDT,MSEHI,KZEX3,KZEX6,ANDEC,KZKEH,KZWOB,KZ1EH,KZ2EH,DIMID,ZAEHL,NENNR,EXP10,ADDKO,EXPON,DECAN,ISOCODE,PRIMARY,TEMP_VALUE,TEMP_UNIT,FAMUNIT,PRESS_VAL,PRESS_UNIT
900,S,X,X,0,,,,,TIME,1,1,0,0,0,0,SEC,X,0.00E+00,,,0.00E+00,
900,ST,X,X,0,X,,,,AAAADL,1,1,0,0,0,0,PCE,X,0.00E+00,,,0.00E+00,
900,STD,X,X,3,X,,,,TIME,3600,1,0,0,0,1,HUR,X,0.00E+00,,,0.00E+00,
900,TAG,X,X,0,X,,,,TIME,86400,1,0,0,0,0,DAY,X,0.00E+00,,,0.00E+00,
900,TC3,X,X,0,,,,,TKONZ,1000000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,TCM,X,X,0,,,,,TKONZ,1000000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,TES,X,X,0,,,,,MAGNFD,1,1,0,0,0,0,D33,,0.00E+00,,,0.00E+00,
900,TEU,X,X,0,X,,,,AAAADL,1,1,0,0,0,0,E22,X,0.00E+00,,,0.00E+00,
900,TH,X,X,0,X,,,,AAAADL,1,1,0,0,0,0,MIL,X,0.00E+00,,,0.00E+00,
900,THA,X,X,0,,,,,MASSBD,1,10,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,TJH,X,X,0,,,,,MASFLO,1,31536,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,TKT,X,X,0,,,,,MPROPO,1,1000000,3,0,0,0,,,0.00E+00,,,0.00E+00,
900,TM3,X,X,0,,,,,TKONZ,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,TO,X,X,3,X,,,,MASS,1000,1,0,0,0,0,TNE,X,0.00E+00,,,0.00E+00,
900,TON,X,X,3,X,,,,MASS,113398,125,0,0,0,0,STN,,0.00E+00,,,0.00E+00,
900,TST,X,X,0,X,,,,TIME,12,17,0,9,0,0,,,0.00E+00,,,0.00E+00,
900,Tmt,X,X,0,,,,,MASFLO,1,2592,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,ToS,X,X,0,,,,,MASFLO,1000,3600,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,Tot,X,X,0,,,,,MPROPO,5,4536,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,UGL,X,X,0,X,,,,DENSI,1,1,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,V,X,X,0,,,,,VOLTAG,1,1,0,0,0,0,VLT,X,0.00E+00,,,0.00E+00,
900,V%,X,X,0,,,,,VPROPO,1,100,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,V%O,X,X,0,,,,,VPROPO,1,1000,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,V01,X,X,0,X,,,,CONDUC,1,1,-4,0,0,3,,,0.00E+00,,,0.00E+00,
900,V02,X,X,0,X,,,,ACBAC,1,1,0,0,0,3,C36,,0.00E+00,,,0.00E+00,
900,VAL,X,X,0,X,X,,,AAAADL,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,VPB,X,X,0,,,,,VPROPO,1,1,-9,0,0,0,,,0.00E+00,,,0.00E+00,
900,VPM,X,X,0,,,,,VPROPO,1,1,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,VPT,X,X,0,,,,,VPROPO,1,1,-12,0,0,0,,,0.00E+00,,,0.00E+00,
900,W,X,X,0,,,,,POWER,1,1,0,0,0,0,WTT,X,0.00E+00,,,0.00E+00,
900,WCH,X,X,0,X,,,,TIME,604800,1,0,0,0,0,WEE,X,0.00E+00,,,0.00E+00,
900,WMK,X,X,0,X,,,,THCOND,1,1,0,0,0,0,D53,,0.00E+00,,,0.00E+00,
900,WTL,X,X,0,X,,,,EVARA,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,YD,X,X,0,X,,,,LENGTH,1143,1250,0,0,0,0,YRD,,0.00E+00,,,0.00E+00,
900,YD2,X,X,0,X,,,,SURFAC,250,299,0,0,0,0,YDK,,0.00E+00,,,0.00E+00,
900,YD3,X,X,0,X,,,,VOLUME,764551872,1,-9,0,0,0,YDQ,,0.00E+00,,,0.00E+00,
900,bJH,X,X,0,,,,,POWER,1055056,31536000,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,bMO,X,X,0,,,,,POWER,1055056,2592000,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,bbl,X,X,0,,,,,PRESS,884813557,1,-5,0,0,0,,,0.00E+00,,,0.00E+00,
900,bft,X,X,0,,,,,PRESS,372589453,1,-4,0,0,0,B0,,0.00E+00,,,0.00E+00,
900,bgl,X,X,0,,,,,PRESS,278716254,1,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,bsc,X,X,0,,,,,PRESS,372589453,1,-4,0,0,0,,,0.00E+00,,,0.00E+00,
900,btl,X,X,0,,,,,SPENER,2326,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,fcm,X,X,0,,,,,TKONZ,1000000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,fm3,X,X,0,,,,,TKONZ,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,fml,X,X,0,,,,,TKONZ,1000000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,gGJ,X,X,0,,,,,MAPER,1,1,-12,0,0,0,,,0.00E+00,,,0.00E+00,
900,gj3,X,X,0,,,,,PRESS,1,1,6,0,0,0,,,0.00E+00,,,0.00E+00,
900,gjm,X,X,0,,,,,PRESS,1,1,9,0,0,0,,,0.00E+00,,,0.00E+00,
900,gjt,X,X,0,,,,,SPENER,110231131,1,-2,0,0,0,,,0.00E+00,,,0.00E+00,
900,jm3,X,X,0,,,,,PRESS,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgb,X,X,0,X,,,,DENSI,838641437,1,-8,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgg,X,X,0,,,,,DENSI,1,3785344,9,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgj,X,X,0,,,,,MAPER,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgm,X,X,0,,,,,MAPER,947817120,1,-18,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgs,X,X,0,,,,,DENSI,372397870,1,-7,0,0,0,,,0.00E+00,,,0.00E+00,
900,kgt,X,X,0,,,,,MPROPO,110231131,1,-11,0,0,0,,,0.00E+00,,,0.00E+00,
900,kml,X,X,0,,,,,MOLMAS,1,1,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,kwk,X,X,0,,,,,SPENER,3600,1,3,0,0,0,,,0.00E+00,,,0.00E+00,
900,lbb,X,X,0,,,,,MAPER,429922614,1,-12,0,0,0,,,0.00E+00,,,0.00E+00,
900,lbg,X,X,0,,,,,DENSI,119826420,1,-6,0,0,0,GE,,0.00E+00,,,0.00E+00,
900,lbl,X,X,0,,,,,MOLMAS,1,1,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,lbm,X,X,0,,,,,MAPER,429922614,1,-18,0,0,0,,,0.00E+00,,,0.00E+00,
900,lbs,X,X,0,,,,,DENSI,168916832,1,-7,0,0,0,,,0.00E+00,,,0.00E+00,
900,lbt,X,X,0,,,,,MPROPO,5,1,-4,0,0,0,,,0.00E+00,,,0.00E+00,
900,lcm,X,X,0,,,,,VPROPO,1000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,lhh,X,X,0,X,,,,MAPER,453592,2684520,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,lht,X,X,0,X,,,,MAPER,453592,2684520,-11,0,0,0,,,0.00E+00,,,0.00E+00,
900,lmf,X,X,0,,,,,DENSI,160185259,1,-13,0,0,0,,,0.00E+00,,,0.00E+00,
900,lmg,X,X,0,,,,,DENSI,119828573,1,-12,0,0,0,,,0.00E+00,,,0.00E+00,
900,ltb,X,X,0,,,,,DENSI,285306126,1,-11,0,0,0,,,0.00E+00,,,0.00E+00,
900,ltf,X,X,0,,,,,DENSI,160185259,1,-10,0,0,0,,,0.00E+00,,,0.00E+00,
900,ltg,X,X,0,,,,,DENSI,119828573,1,-9,0,0,0,,,0.00E+00,,,0.00E+00,
900,lth,X,X,0,X,,,,MAPER,453592,2684520,-9,0,0,0,,,0.00E+00,,,0.00E+00,
900,mGJ,X,X,0,,,,,MAPER,1,1,-15,0,0,0,,,0.00E+00,,,0.00E+00,
900,mHg,X,X,0,,,,,PRESS,133322387,1,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbb,X,X,0,,,,,PRESS,884813557,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbg,X,X,0,,,,,PRESS,278716254,1,3,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbk,X,X,0,,,,,SPENER,1055056000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbl,X,X,0,,,,,SPENER,2326,1,6,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbm,X,X,0,,,,,PRESS,372589453,1,-4,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbs,X,X,0,,,,,PRESS,372589453,1,2,0,0,0,,,0.00E+00,,,0.00E+00,
900,mbt,X,X,0,,,,,SPENER,1163,1,3,0,0,0,,,0.00E+00,,,0.00E+00,
900,mjm,X,X,0,,,,,PRESS,1,1,6,0,0,0,,,0.00E+00,,,0.00E+00,
900,mkG,X,X,0,,,,,MAPER,1,1,-18,0,0,0,,,0.00E+00,,,0.00E+00,
900,mmB,X,X,0,,,,,ENERGY,1055056000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,nGJ,X,X,0,,,,,MAPER,1,1,-21,0,0,0,,,0.00E+00,,,0.00E+00,
900,nQ,X,X,0,,,,,DENSI,1,1,-12,0,0,0,,,0.00E+00,,,0.00E+00,
900,pQ,X,X,0,,,,,DENSI,1,1,-15,0,0,0,,,0.00E+00,,,0.00E+00,
900,sM3,X,X,0,,,,,TKONZ,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,sMb,X,X,0,,,,,VPROPO,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,scf,X,X,0,,,,,VOLUME,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,sch,X,X,0,,,,,VOLFLO,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,scy,X,X,0,,,,,VOLFLO,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,tJH,X,X,0,,,,,MASFLO,113398,3942,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,tMb,X,X,0,,,,,DENSI,838641437,1,-11,0,0,0,,,0.00E+00,,,0.00E+00,
900,tMs,X,X,0,,,,,DENSI,372397870,1,-10,0,0,0,,,0.00E+00,,,0.00E+00,
900,tbl,X,X,0,,,,,DENSI,838641437,1,-5,0,0,0,,,0.00E+00,,,0.00E+00,
900,tbt,X,X,0,,,,,MAPER,947817120,1,-9,0,0,0,,,0.00E+00,,,0.00E+00,
900,tgl,X,X,0,,,,,DENSI,239652841,1,-3,0,0,0,,,0.00E+00,,,0.00E+00,
900,thm,X,X,0,,,,,ENERGY,105506000,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,tjl,X,X,0,,,,,MAPER,1,1,3,0,0,0,,,0.00E+00,,,0.00E+00,
900,tm3,X,X,0,,,,,DENSI,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,tmt,X,X,0,,,,,MASFLO,113398,324,-6,0,0,0,,,0.00E+00,,,0.00E+00,
900,toS,X,X,0,,,,,MASFLO,113398,450000,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,tot,X,X,0,,,,,MPROPO,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,tt,X,X,0,,,,,MPROPO,1,1,0,0,0,0,,,0.00E+00,,,0.00E+00,
900,ttj,X,X,0,,,,,MAPER,1,1,-9,0,0,0,,,0.00E+00,,,0.00E+00,
